CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL	ATG	INCLUDE?		HAS TSS	IN
Chr10	15245106	15246197	+	"ID=LOC_Os10g29310.1:cds_1;Parent=LOC_Os10g29310.1"	LOC_Os10g29310.1	15245106	1		LOC_Os12g04320.1	1
Chr10	15869329	15869506	+	"ID=LOC_Os10g30520.1:cds_1;Parent=LOC_Os10g30520.1"	LOC_Os10g30520.1	15869329	1		LOC_Os12g04340.1	1
Chr10	15874345	15876420	+	"ID=LOC_Os10g30530.1:cds_1;Parent=LOC_Os10g30530.1"	LOC_Os10g30530.1	15874345	1		LOC_Os12g04360.1	1
Chr10	15877744	15879867	+	"ID=LOC_Os10g30540.1:cds_1;Parent=LOC_Os10g30540.1"	LOC_Os10g30540.1	15877744	1		LOC_Os12g05320.1	1
Chr10	15893016	15893127	-	"ID=LOC_Os10g30550.1:cds_1;Parent=LOC_Os10g30550.1"	LOC_Os10g30550.1	15893127	1		LOC_Os11g36719.1	1
Chr10	15902246	15902816	-	"ID=LOC_Os10g30560.1:cds_1;Parent=LOC_Os10g30560.1"	LOC_Os10g30560.1	15902816	1		LOC_Os11g37900.1	1
Chr10	16673230	16673398	-	"ID=LOC_Os10g31790.1:cds_1;Parent=LOC_Os10g31790.1"	LOC_Os10g31790.1	16673398	1		LOC_Os11g37920.1	1
Chr10	16686976	16687152	+	"ID=LOC_Os10g31820.1:cds_1;Parent=LOC_Os10g31820.1"	LOC_Os10g31820.1	16686976	1		LOC_Os11g37940.1	1
Chr10	11801382	11801413	+	"ID=LOC_Os10g22720.1:cds_1;Parent=LOC_Os10g22720.1"	LOC_Os10g22720.1	11801382	1		LOC_Os11g37950.1	1
Chr10	13254481	13254558	-	"ID=LOC_Os10g25565.1:cds_1;Parent=LOC_Os10g25565.1"	LOC_Os10g25565.1	13254558	1		LOC_Os11g37960.1	1
Chr10	13868909	13869008	-	"ID=LOC_Os10g26600.1:cds_1;Parent=LOC_Os10g26600.1"	LOC_Os10g26600.1	13869008	1		LOC_Os11g39020.1	1
Chr10	13874272	13874668	-	"ID=LOC_Os10g26610.1:cds_1;Parent=LOC_Os10g26610.1"	LOC_Os10g26610.1	13874668	1		LOC_Os11g39120.1	1
Chr10	14544586	14544691	+	"ID=LOC_Os10g28030.1:cds_1;Parent=LOC_Os10g28030.1"	LOC_Os10g28030.1	14544586	1		LOC_Os11g39130.1	1
Chr10	15271640	15271903	+	"ID=LOC_Os10g29390.1:cds_1;Parent=LOC_Os10g29390.1"	LOC_Os10g29390.1	15271640	1		LOC_Os11g40249.4	1
Chr10	15308996	15309102	-	"ID=LOC_Os10g29470.1:cds_1;Parent=LOC_Os10g29470.1"	LOC_Os10g29470.1	15309102	1		LOC_Os11g41410.1	1
Chr10	15918285	15919766	+	"ID=LOC_Os10g30590.1:cds_1;Parent=LOC_Os10g30590.1"	LOC_Os10g30590.1	15918285	1		LOC_Os11g42540.1	1
Chr10	15923849	15923859	-	"ID=LOC_Os10g30600.1:cds_1;Parent=LOC_Os10g30600.1"	LOC_Os10g30600.1	15923859	1		LOC_Os11g25040.1	1
Chr10	16728572	16729971	-	"ID=LOC_Os10g31864.1:cds_1;Parent=LOC_Os10g31864.1"	LOC_Os10g31864.1	16729971	1		LOC_Os11g27799.1	1
Chr10	11811826	11811910	-	"ID=LOC_Os10g22730.2:cds_1;Parent=LOC_Os10g22730.2"	LOC_Os10g22730.2	11811910	1		LOC_Os11g29120.1	1
Chr10	13267212	13267289	+	"ID=LOC_Os10g25600.1:cds_1;Parent=LOC_Os10g25600.1"	LOC_Os10g25600.1	13267212	1		LOC_Os11g32240.1	1
Chr10	13284292	13285569	-	"ID=LOC_Os10g25660.1:cds_1;Parent=LOC_Os10g25660.1"	LOC_Os10g25660.1	13285569	1		LOC_Os11g32260.1	1
Chr10	13291957	13291982	-	"ID=LOC_Os10g25674.1:cds_1;Parent=LOC_Os10g25674.1"	LOC_Os10g25674.1	13291982	1		LOC_Os11g35710.1	1
Chr10	14554968	14555432	-	"ID=LOC_Os10g28040.1:cds_1;Parent=LOC_Os10g28040.1"	LOC_Os10g28040.1	14555432	1		LOC_Os11g36740.1	1
Chr10	14559016	14559939	+	"ID=LOC_Os10g28050.1:cds_1;Parent=LOC_Os10g28050.1"	LOC_Os10g28050.1	14559016	1		LOC_Os11g36830.1	1
Chr10	14564916	14565671	-	"ID=LOC_Os10g28060.1:cds_1;Parent=LOC_Os10g28060.1"	LOC_Os10g28060.1	14565671	1		LOC_Os11g38000.1	1
Chr10	14590101	14590961	+	"ID=LOC_Os10g28080.1:cds_1;Parent=LOC_Os10g28080.1"	LOC_Os10g28080.1	14590101	1		LOC_Os11g38010.1	1
Chr10	14602547	14603413	+	"ID=LOC_Os10g28120.1:cds_1;Parent=LOC_Os10g28120.1"	LOC_Os10g28120.1	14602547	1		LOC_Os11g38020.1	1
Chr10	15326758	15326799	+	"ID=LOC_Os10g29502.1:cds_1;Parent=LOC_Os10g29502.1"	LOC_Os10g29502.1	15326758	1		LOC_Os11g39140.1	1
Chr10	16697154	16697322	-	"ID=LOC_Os10g31830.1:cds_1;Parent=LOC_Os10g31830.1"	LOC_Os10g31830.1	16697322	1		LOC_Os11g40370.2	1
Chr10	16708320	16708345	-	"ID=LOC_Os10g31850.1:cds_1;Parent=LOC_Os10g31850.1"	LOC_Os10g31850.1	16708345	1		LOC_Os11g41540.2	1
Chr10	13303152	13303378	-	"ID=LOC_Os10g25680.1:cds_1;Parent=LOC_Os10g25680.1"	LOC_Os10g25680.1	13303378	1		LOC_Os11g42550.1	1
Chr10	13939255	13939455	-	"ID=LOC_Os10g26690.1:cds_1;Parent=LOC_Os10g26690.1"	LOC_Os10g26690.1	13939455	1		LOC_Os11g29140.1	1
Chr10	13940627	13941052	-	"ID=LOC_Os10g26700.1:cds_1;Parent=LOC_Os10g26700.1"	LOC_Os10g26700.1	13941052	1		LOC_Os11g29150.1	1
Chr10	14641372	14641787	+	"ID=LOC_Os10g28200.1:cds_1;Parent=LOC_Os10g28200.1"	LOC_Os10g28200.1	14641372	1		LOC_Os11g30350.1	1
Chr10	14678275	14678397	+	"ID=LOC_Os10g28230.1:cds_1;Parent=LOC_Os10g28230.1"	LOC_Os10g28230.1	14678275	1		LOC_Os11g30360.1	1
Chr10	15338292	15338348	+	"ID=LOC_Os10g29530.1:cds_1;Parent=LOC_Os10g29530.1"	LOC_Os10g29530.1	15338292	1		LOC_Os11g33250.1	1
Chr10	15350278	15350661	-	"ID=LOC_Os10g29540.1:cds_1;Parent=LOC_Os10g29540.1"	LOC_Os10g29540.1	15350661	1		LOC_Os11g33270.1	1
Chr10	15984076	15984333	+	"ID=LOC_Os10g30690.1:cds_1;Parent=LOC_Os10g30690.1"	LOC_Os10g30690.1	15984076	1		LOC_Os11g34720.1	1
Chr10	11880885	11881607	-	"ID=LOC_Os10g22869.1:cds_1;Parent=LOC_Os10g22869.1"	LOC_Os10g22869.1	11881607	1		LOC_Os11g34760.1	1
Chr10	11896459	11899282	+	"ID=LOC_Os10g22890.1:cds_1;Parent=LOC_Os10g22890.1"	LOC_Os10g22890.1	11896459	1		LOC_Os11g38030.1	1
Chr10	12689608	12690327	-	"ID=LOC_Os10g24690.1:cds_1;Parent=LOC_Os10g24690.1"	LOC_Os10g24690.1	12690327	1		LOC_Os11g38040.1	1
Chr10	13355960	13356211	-	"ID=LOC_Os10g25770.2:cds_1;Parent=LOC_Os10g25770.2"	LOC_Os10g25770.2	13356211	1		LOC_Os11g38050.1	1
Chr10	13362075	13362143	-	"ID=LOC_Os10g25780.1:cds_1;Parent=LOC_Os10g25780.1"	LOC_Os10g25780.1	13362143	1		LOC_Os11g38120.1	1
Chr10	13387600	13388592	-	"ID=LOC_Os10g25830.1:cds_1;Parent=LOC_Os10g25830.1"	LOC_Os10g25830.1	13388592	1		LOC_Os11g39190.1	1
Chr10	14682124	14685231	-	"ID=LOC_Os10g28240.1:cds_1;Parent=LOC_Os10g28240.1"	LOC_Os10g28240.1	14685231	1		LOC_Os11g40390.1	1
Chr10	14693480	14693647	+	"ID=LOC_Os10g28254.1:cds_1;Parent=LOC_Os10g28254.1"	LOC_Os10g28254.1	14693480	1		LOC_Os11g40400.1	1
Chr10	14718171	14718270	-	"ID=LOC_Os10g28299.1:cds_1;Parent=LOC_Os10g28299.1"	LOC_Os10g28299.1	14718270	1		LOC_Os11g40410.2	1
Chr10	15356918	15357424	+	"ID=LOC_Os10g29549.1:cds_1;Parent=LOC_Os10g29549.1"	LOC_Os10g29549.1	15356918	1		LOC_Os11g40420.1	1
Chr10	16016906	16017316	+	"ID=LOC_Os10g30750.1:cds_1;Parent=LOC_Os10g30750.1"	LOC_Os10g30750.1	16016906	1		LOC_Os11g41600.2	1
Chr10	16036407	16038032	-	"ID=LOC_Os10g30790.2:cds_1;Parent=LOC_Os10g30790.2"	LOC_Os10g30790.2	16038032	1		LOC_Os11g26570.1	1
Chr10	11935812	11935860	+	"ID=LOC_Os10g22950.1:cds_1;Parent=LOC_Os10g22950.1"	LOC_Os10g22950.1	11935812	1		LOC_Os11g29210.1	1
Chr10	11947237	11947956	+	"ID=LOC_Os10g22960.1:cds_1;Parent=LOC_Os10g22960.1"	LOC_Os10g22960.1	11947237	1		LOC_Os11g29230.1	1
Chr10	13402824	13403390	-	"ID=LOC_Os10g25870.1:cds_1;Parent=LOC_Os10g25870.1"	LOC_Os10g25870.1	13403390	1		LOC_Os11g30410.1	1
Chr10	13423120	13423614	-	"ID=LOC_Os10g25900.1:cds_1;Parent=LOC_Os10g25900.1"	LOC_Os10g25900.1	13423614	1		LOC_Os11g31620.1	1
Chr10	14095825	14095898	+	"ID=LOC_Os10g26850.1:cds_1;Parent=LOC_Os10g26850.1"	LOC_Os10g26850.1	14095825	1		LOC_Os11g31640.1	1
Chr10	14096657	14096839	+	"ID=LOC_Os10g26859.1:cds_1;Parent=LOC_Os10g26859.1"	LOC_Os10g26859.1	14096657	1		LOC_Os11g33320.1	1
Chr10	14749493	14749795	-	"ID=LOC_Os10g28340.1:cds_1;Parent=LOC_Os10g28340.1"	LOC_Os10g28340.1	14749795	1		LOC_Os11g34770.1	1
Chr10	16086162	16086398	-	"ID=LOC_Os10g30850.1:cds_1;Parent=LOC_Os10g30850.1"	LOC_Os10g30850.1	16086398	1		LOC_Os11g34790.1	1
Chr10	16097091	16098500	-	"ID=LOC_Os10g30870.1:cds_1;Parent=LOC_Os10g30870.1"	LOC_Os10g30870.1	16098500	1		LOC_Os11g34810.1	1
Chr10	11342593	11342815	+	"ID=LOC_Os10g21970.1:cds_1;Parent=LOC_Os10g21970.1"	LOC_Os10g21970.1	11342593	1		LOC_Os11g34820.1	1
Chr10	11982631	11982687	+	"ID=LOC_Os10g22980.3:cds_1;Parent=LOC_Os10g22980.3"	LOC_Os10g22980.3	11982631	1		LOC_Os11g35850.1	1
Chr10	11993847	11994170	-	"ID=LOC_Os10g23004.1:cds_1;Parent=LOC_Os10g23004.1"	LOC_Os10g23004.1	11994170	1		LOC_Os11g38150.1	1
Chr10	12758240	12758610	-	"ID=LOC_Os10g24810.1:cds_1;Parent=LOC_Os10g24810.1"	LOC_Os10g24810.1	12758610	1		LOC_Os11g38160.1	1
Chr10	14231753	14231830	-	"ID=LOC_Os10g26990.1:cds_1;Parent=LOC_Os10g26990.1"	LOC_Os10g26990.1	14231830	1		LOC_Os11g38170.2	1
Chr10	14239426	14239583	-	"ID=LOC_Os10g27010.1:cds_1;Parent=LOC_Os10g27010.1"	LOC_Os10g27010.1	14239583	1		LOC_Os11g39254.1	1
Chr10	14754216	14754233	-	"ID=LOC_Os10g28350.1:cds_1;Parent=LOC_Os10g28350.1"	LOC_Os10g28350.1	14754233	1		LOC_Os11g41650.2	1
Chr10	14759477	14759488	-	"ID=LOC_Os10g28360.1:cds_1;Parent=LOC_Os10g28360.1"	LOC_Os10g28360.1	14759488	1		LOC_Os11g41670.1	1
Chr10	14764611	14764991	-	"ID=LOC_Os10g28370.1:cds_1;Parent=LOC_Os10g28370.1"	LOC_Os10g28370.1	14764991	1		LOC_Os11g42800.1	1
Chr10	14778857	14779006	-	"ID=LOC_Os10g28410.1:cds_1;Parent=LOC_Os10g28410.1"	LOC_Os10g28410.1	14779006	1		LOC_Os11g25260.1	1
Chr10	15427146	15427288	-	"ID=LOC_Os10g29660.2:cds_1;Parent=LOC_Os10g29660.2"	LOC_Os10g29660.2	15427288	1		LOC_Os11g26594.2	1
Chr10	15431170	15431532	-	"ID=LOC_Os10g29670.2:cds_1;Parent=LOC_Os10g29670.2"	LOC_Os10g29670.2	15431532	1		LOC_Os11g28104.1	1
Chr10	16111679	16111957	-	"ID=LOC_Os10g30890.1:cds_1;Parent=LOC_Os10g30890.1"	LOC_Os10g30890.1	16111957	1		LOC_Os11g28130.1	1
Chr10	16121407	16121575	+	"ID=LOC_Os10g30910.1:cds_1;Parent=LOC_Os10g30910.1"	LOC_Os10g30910.1	16121407	1		LOC_Os11g29240.1	1
Chr10	12021821	12021972	+	"ID=LOC_Os10g23060.1:cds_1;Parent=LOC_Os10g23060.1"	LOC_Os10g23060.1	12021821	1		LOC_Os11g29340.1	1
Chr10	12041806	12041869	+	"ID=LOC_Os10g23090.1:cds_1;Parent=LOC_Os10g23090.1"	LOC_Os10g23090.1	12041806	1		LOC_Os11g29350.1	1
Chr10	12052522	12052733	-	"ID=LOC_Os10g23100.1:cds_1;Parent=LOC_Os10g23100.1"	LOC_Os10g23100.1	12052733	1		LOC_Os11g30430.1	1
Chr10	12816068	12817111	-	"ID=LOC_Os10g24900.1:cds_1;Parent=LOC_Os10g24900.1"	LOC_Os10g24900.1	12817111	1		LOC_Os11g30500.1	1
Chr10	13493006	13493262	+	"ID=LOC_Os10g26050.1:cds_1;Parent=LOC_Os10g26050.1"	LOC_Os10g26050.1	13493006	1		LOC_Os11g32360.1	1
Chr10	14255919	14256014	+	"ID=LOC_Os10g27050.1:cds_1;Parent=LOC_Os10g27050.1"	LOC_Os10g27050.1	14255919	1		LOC_Os11g32369.1	1
Chr10	14263652	14263828	-	"ID=LOC_Os10g27060.1:cds_1;Parent=LOC_Os10g27060.1"	LOC_Os10g27060.1	14263828	1		LOC_Os11g34824.1	1
Chr10	14798286	14798363	+	"ID=LOC_Os10g28440.1:cds_1;Parent=LOC_Os10g28440.1"	LOC_Os10g28440.1	14798286	1		LOC_Os11g34850.1	1
Chr10	15514820	15515887	-	"ID=LOC_Os10g29850.1:cds_1;Parent=LOC_Os10g29850.1"	LOC_Os10g29850.1	15515887	1		LOC_Os11g34860.1	1
Chr10	16159171	16159263	-	"ID=LOC_Os10g30951.2:cds_1;Parent=LOC_Os10g30951.2"	LOC_Os10g30951.2	16159263	1		LOC_Os11g37000.1	1
Chr10	16162415	16162514	-	"ID=LOC_Os10g30970.1:cds_1;Parent=LOC_Os10g30970.1"	LOC_Os10g30970.1	16162514	1		LOC_Os11g37040.1	1
Chr10	16181039	16181082	+	"ID=LOC_Os10g31000.1:cds_1;Parent=LOC_Os10g31000.1"	LOC_Os10g31000.1	16181039	1		LOC_Os11g37070.1	1
Chr10	11383136	11383298	+	"ID=LOC_Os10g22039.1:cds_1;Parent=LOC_Os10g22039.1"	LOC_Os10g22039.1	11383136	1		LOC_Os11g37080.1	1
Chr10	12073279	12073635	-	"ID=LOC_Os10g23120.1:cds_1;Parent=LOC_Os10g23120.1"	LOC_Os10g23120.1	12073635	1		LOC_Os11g37090.1	1
Chr10	12873807	12873809	-	"ID=LOC_Os10g25010.1:cds_1;Parent=LOC_Os10g25010.1"	LOC_Os10g25010.1	12873809	1		LOC_Os11g38180.1	1
Chr10	13499039	13499369	-	"ID=LOC_Os10g26060.1:cds_1;Parent=LOC_Os10g26060.1"	LOC_Os10g26060.1	13499369	1		LOC_Os11g38220.1	1
Chr10	14278762	14279076	+	"ID=LOC_Os10g27090.1:cds_1;Parent=LOC_Os10g27090.1"	LOC_Os10g27090.1	14278762	1		LOC_Os11g38240.1	1
Chr10	14286578	14286657	+	"ID=LOC_Os10g27100.1:cds_1;Parent=LOC_Os10g27100.1"	LOC_Os10g27100.1	14286578	1		LOC_Os11g38250.1	1
Chr10	14320111	14320601	+	"ID=LOC_Os10g27170.1:cds_1;Parent=LOC_Os10g27170.1"	LOC_Os10g27170.1	14320111	1		LOC_Os11g38260.1	1
Chr10	14836152	14836176	-	"ID=LOC_Os10g28510.1:cds_1;Parent=LOC_Os10g28510.1"	LOC_Os10g28510.1	14836176	1		LOC_Os11g39280.1	1
Chr10	16202308	16204593	+	"ID=LOC_Os10g31030.1:cds_1;Parent=LOC_Os10g31030.1"	LOC_Os10g31030.1	16202308	1		LOC_Os11g39310.1	1
Chr10	12113937	12115205	-	"ID=LOC_Os10g23220.1:cds_1;Parent=LOC_Os10g23220.1"	LOC_Os10g23220.1	12115205	1		LOC_Os11g39350.1	1
Chr10	12887831	12888202	-	"ID=LOC_Os10g25030.1:cds_1;Parent=LOC_Os10g25030.1"	LOC_Os10g25030.1	12888202	1		LOC_Os11g40510.1	1
Chr10	12894157	12894495	-	"ID=LOC_Os10g25040.2:cds_1;Parent=LOC_Os10g25040.2"	LOC_Os10g25040.2	12894495	1		LOC_Os11g40530.1	1
Chr10	12901644	12901694	-	"ID=LOC_Os10g25060.1:cds_1;Parent=LOC_Os10g25060.1"	LOC_Os10g25060.1	12901694	1		LOC_Os10g31900.1	1
Chr10	13542116	13542268	-	"ID=LOC_Os10g26130.1:cds_1;Parent=LOC_Os10g26130.1"	LOC_Os10g26130.1	13542268	1		LOC_Os10g31930.1	1
Chr10	14323861	14324058	-	"ID=LOC_Os10g27174.1:cds_1;Parent=LOC_Os10g27174.1"	LOC_Os10g27174.1	14324058	1		LOC_Os10g31950.1	1
Chr10	14328963	14329104	-	"ID=LOC_Os10g27180.1:cds_1;Parent=LOC_Os10g27180.1"	LOC_Os10g27180.1	14329104	1		LOC_Os11g26710.1	1
Chr10	14330786	14331211	+	"ID=LOC_Os10g27190.1:cds_1;Parent=LOC_Os10g27190.1"	LOC_Os10g27190.1	14330786	1		LOC_Os11g26750.1	1
Chr10	14871214	14871270	-	"ID=LOC_Os10g28570.3:cds_1;Parent=LOC_Os10g28570.3"	LOC_Os10g28570.3	14871270	1		LOC_Os11g26760.1	1
Chr10	14897315	14900557	-	"ID=LOC_Os10g28600.1:cds_1;Parent=LOC_Os10g28600.1"	LOC_Os10g28600.1	14900557	1		LOC_Os11g26780.1	1
Chr10	15604253	15604354	+	"ID=LOC_Os10g30054.2:cds_1;Parent=LOC_Os10g30054.2"	LOC_Os10g30054.2	15604253	1		LOC_Os11g29360.1	1
Chr10	16235660	16236904	+	"ID=LOC_Os10g31040.3:cds_1;Parent=LOC_Os10g31040.3"	LOC_Os10g31040.3	16235660	1		LOC_Os11g29370.1	1
Chr10	12928153	12928252	-	"ID=LOC_Os10g25090.1:cds_1;Parent=LOC_Os10g25090.1"	LOC_Os10g25090.1	12928252	1		LOC_Os11g30560.1	1
Chr10	12945343	12945671	-	"ID=LOC_Os10g25110.1:cds_1;Parent=LOC_Os10g25110.1"	LOC_Os10g25110.1	12945671	1		LOC_Os11g31700.1	1
Chr10	12968107	12968148	+	"ID=LOC_Os10g25130.1:cds_1;Parent=LOC_Os10g25130.1"	LOC_Os10g25130.1	12968107	1		LOC_Os11g32480.1	1
Chr10	13546190	13546330	+	"ID=LOC_Os10g26140.1:cds_1;Parent=LOC_Os10g26140.1"	LOC_Os10g26140.1	13546190	1		LOC_Os11g32490.1	1
Chr10	14345161	14345188	-	"ID=LOC_Os10g27220.1:cds_1;Parent=LOC_Os10g27220.1"	LOC_Os10g27220.1	14345188	1		LOC_Os11g33970.1	1
Chr10	14926013	14927326	+	"ID=LOC_Os10g28640.1:cds_1;Parent=LOC_Os10g28640.1"	LOC_Os10g28640.1	14926013	1		LOC_Os11g34870.1	1
Chr10	14944609	14944635	+	"ID=LOC_Os10g28660.1:cds_1;Parent=LOC_Os10g28660.1"	LOC_Os10g28660.1	14944609	1		LOC_Os11g34880.1	1
Chr10	15621579	15622107	+	"ID=LOC_Os10g30080.1:cds_1;Parent=LOC_Os10g30080.1"	LOC_Os10g30080.1	15621579	1		LOC_Os11g34910.1	1
Chr10	15635609	15635822	-	"ID=LOC_Os10g30090.1:cds_1;Parent=LOC_Os10g30090.1"	LOC_Os10g30090.1	15635822	1		LOC_Os11g35930.1	1
Chr10	11537688	11537891	+	"ID=LOC_Os10g22310.1:cds_1;Parent=LOC_Os10g22310.1"	LOC_Os10g22310.1	11537688	1		LOC_Os11g36000.1	1
Chr10	12999086	12999168	-	"ID=LOC_Os10g25180.1:cds_1;Parent=LOC_Os10g25180.1"	LOC_Os10g25180.1	12999168	1		LOC_Os11g39360.2	1
Chr10	14361799	14361956	-	"ID=LOC_Os10g27230.3:cds_1;Parent=LOC_Os10g27230.3"	LOC_Os10g27230.3	14361956	1		LOC_Os11g40550.1	1
Chr10	14961713	14962539	-	"ID=LOC_Os10g28680.1:cds_1;Parent=LOC_Os10g28680.1"	LOC_Os10g28680.1	14962539	1		LOC_Os11g24120.1	1
Chr10	14975024	14975566	-	"ID=LOC_Os10g28690.1:cds_1;Parent=LOC_Os10g28690.1"	LOC_Os10g28690.1	14975566	1		LOC_Os11g24140.1	1
Chr10	14984771	14985346	-	"ID=LOC_Os10g28710.1:cds_1;Parent=LOC_Os10g28710.1"	LOC_Os10g28710.1	14985346	1		LOC_Os11g26790.1	1
Chr10	15663702	15663897	+	"ID=LOC_Os10g30150.1:cds_1;Parent=LOC_Os10g30150.1"	LOC_Os10g30150.1	15663702	1		LOC_Os11g26860.1	1
Chr10	16413121	16415556	+	"ID=LOC_Os10g31290.1:cds_1;Parent=LOC_Os10g31290.1"	LOC_Os10g31290.1	16413121	1		LOC_Os11g28270.1	1
Chr10	11545839	11545979	-	"ID=LOC_Os10g22330.1:cds_1;Parent=LOC_Os10g22330.1"	LOC_Os10g22330.1	11545979	1		LOC_Os11g29400.1	1
Chr10	12303215	12303463	-	"ID=LOC_Os10g24004.1:cds_1;Parent=LOC_Os10g24004.1"	LOC_Os10g24004.1	12303463	1		LOC_Os11g31715.1	1
Chr11	9085014	9085364	-	"ID=LOC_Os11g16420.1:cds_1;Parent=LOC_Os11g16420.1"	LOC_Os11g16420.1	9085364	1		LOC_Os11g32500.1	1
Chr11	9089578	9089664	+	"ID=LOC_Os11g16430.1:cds_1;Parent=LOC_Os11g16430.1"	LOC_Os11g16430.1	9089578	1		LOC_Os11g34920.1	1
Chr11	9795130	9795316	+	"ID=LOC_Os11g17600.3:cds_1;Parent=LOC_Os11g17600.3"	LOC_Os11g17600.3	9795130	1		LOC_Os11g34940.1	1
Chr11	10691978	10692254	+	"ID=LOC_Os11g18830.1:cds_1;Parent=LOC_Os11g18830.1"	LOC_Os11g18830.1	10691978	1		LOC_Os11g36005.1	1
Chr11	13442902	13443400	+	"ID=LOC_Os11g23770.1:cds_1;Parent=LOC_Os11g23770.1"	LOC_Os11g23770.1	13442902	1		LOC_Os11g36030.1	1
Chr11	2145345	2145411	+	"ID=LOC_Os11g04990.1:cds_1;Parent=LOC_Os11g04990.1"	LOC_Os11g04990.1	2145345	1		LOC_Os11g36060.1	1
Chr11	2764538	2764711	-	"ID=LOC_Os11g05880.1:cds_1;Parent=LOC_Os11g05880.1"	LOC_Os11g05880.1	2764711	1		LOC_Os11g37200.1	1
Chr11	3375024	3375077	+	"ID=LOC_Os11g06880.1:cds_1;Parent=LOC_Os11g06880.1"	LOC_Os11g06880.1	3375024	1		LOC_Os11g37230.1	1
Chr11	3380061	3380139	-	"ID=LOC_Os11g06890.1:cds_1;Parent=LOC_Os11g06890.1"	LOC_Os11g06890.1	3380139	1		LOC_Os11g37260.1	1
Chr11	3994876	3995433	+	"ID=LOC_Os11g07830.1:cds_1;Parent=LOC_Os11g07830.1"	LOC_Os11g07830.1	3994876	1		LOC_Os11g38340.1	1
Chr11	3998651	3998973	-	"ID=LOC_Os11g07840.1:cds_1;Parent=LOC_Os11g07840.1"	LOC_Os11g07840.1	3998973	1		LOC_Os11g39430.1	1
Chr11	4691969	4692475	-	"ID=LOC_Os11g08860.1:cds_1;Parent=LOC_Os11g08860.1"	LOC_Os11g08860.1	4692475	1		LOC_Os11g40590.3	1
Chr11	4724402	4724962	-	"ID=LOC_Os11g08930.1:cds_1;Parent=LOC_Os11g08930.1"	LOC_Os11g08930.1	4724962	1		LOC_Os11g40600.1	1
Chr11	5460280	5460584	+	"ID=LOC_Os11g10100.1:cds_1;Parent=LOC_Os11g10100.1"	LOC_Os11g10100.1	5460280	1		LOC_Os11g41850.1	1
Chr11	6123810	6123926	-	"ID=LOC_Os11g11070.1:cds_1;Parent=LOC_Os11g11070.1"	LOC_Os11g11070.1	6123926	1		LOC_Os11g41870.1	1
Chr11	6925420	6925564	+	"ID=LOC_Os11g12410.1:cds_1;Parent=LOC_Os11g12410.1"	LOC_Os11g12410.1	6925420	1		LOC_Os11g41875.1	1
Chr11	6940211	6940361	+	"ID=LOC_Os11g12420.1:cds_1;Parent=LOC_Os11g12420.1"	LOC_Os11g12420.1	6940211	1		LOC_Os11g24180.1	1
Chr11	7759457	7760324	-	"ID=LOC_Os11g13990.1:cds_1;Parent=LOC_Os11g13990.1"	LOC_Os11g13990.1	7760324	1		LOC_Os11g25560.1	1
Chr11	7783951	7784041	-	"ID=LOC_Os11g14010.1:cds_1;Parent=LOC_Os11g14010.1"	LOC_Os11g14010.1	7784041	1		LOC_Os11g26880.1	1
Chr11	8445826	8445954	-	"ID=LOC_Os11g14990.1:cds_1;Parent=LOC_Os11g14990.1"	LOC_Os11g14990.1	8445954	1		LOC_Os11g26890.1	1
Chr11	8446670	8446861	+	"ID=LOC_Os11g15000.1:cds_1;Parent=LOC_Os11g15000.1"	LOC_Os11g15000.1	8446670	1		LOC_Os11g26900.1	1
Chr11	9109606	9110432	+	"ID=LOC_Os11g16470.2:cds_1;Parent=LOC_Os11g16470.2"	LOC_Os11g16470.2	9109606	1		LOC_Os11g26910.1	1
Chr11	10776666	10776893	+	"ID=LOC_Os11g18940.1:cds_1;Parent=LOC_Os11g18940.1"	LOC_Os11g18940.1	10776666	1		LOC_Os11g28300.1	1
Chr11	10789847	10789912	-	"ID=LOC_Os11g18947.1:cds_1;Parent=LOC_Os11g18947.1"	LOC_Os11g18947.1	10789912	1		LOC_Os11g29470.1	1
Chr11	11540050	11540859	-	"ID=LOC_Os11g20040.1:cds_1;Parent=LOC_Os11g20040.1"	LOC_Os11g20040.1	11540859	1		LOC_Os11g30760.1	1
Chr11	11583444	11584283	+	"ID=LOC_Os11g20080.1:cds_1;Parent=LOC_Os11g20080.1"	LOC_Os11g20080.1	11583444	1		LOC_Os11g30810.1	1
Chr11	11595307	11596113	-	"ID=LOC_Os11g20090.1:cds_1;Parent=LOC_Os11g20090.1"	LOC_Os11g20090.1	11596113	1		LOC_Os11g31770.1	1
Chr11	2177181	2177570	-	"ID=LOC_Os11g05020.1:cds_1;Parent=LOC_Os11g05020.1"	LOC_Os11g05020.1	2177570	1		LOC_Os11g32580.1	1
Chr11	2807767	2808306	-	"ID=LOC_Os11g05950.1:cds_1;Parent=LOC_Os11g05950.1"	LOC_Os11g05950.1	2808306	1		LOC_Os11g32650.1	1
Chr11	3388691	3388913	-	"ID=LOC_Os11g06900.1:cds_1;Parent=LOC_Os11g06900.1"	LOC_Os11g06900.1	3388913	1		LOC_Os11g34970.1	1
Chr11	3392987	3393016	-	"ID=LOC_Os11g06910.1:cds_1;Parent=LOC_Os11g06910.1"	LOC_Os11g06910.1	3393016	1		LOC_Os11g35020.2	1
