CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL
Chr10	20600783	20601934	+	"ID=LOC_Os10g38630.1;Name=LOC_Os10g38630.1;Parent=LOC_Os10g38630"	LOC_Os10g38630.1
Chr10	21179529	21181718	+	"ID=LOC_Os10g39640.1;Name=LOC_Os10g39640.1;Parent=LOC_Os10g39640"	LOC_Os10g39640.1
Chr10	21189674	21191281	+	"ID=LOC_Os10g39660.1;Name=LOC_Os10g39660.1;Parent=LOC_Os10g39660"	LOC_Os10g39660.1
Chr10	21199763	21204782	+	"ID=LOC_Os10g39670.1;Name=LOC_Os10g39670.1;Parent=LOC_Os10g39670"	LOC_Os10g39670.1
Chr10	22105370	22109134	+	"ID=LOC_Os10g41150.1;Name=LOC_Os10g41150.1;Parent=LOC_Os10g41150"	LOC_Os10g41150.1
Chr10	22112297	22113765	-	"ID=LOC_Os10g41160.1;Name=LOC_Os10g41160.1;Parent=LOC_Os10g41160"	LOC_Os10g41160.1
Chr10	22124277	22127825	+	"ID=LOC_Os10g41190.1;Name=LOC_Os10g41190.1;Parent=LOC_Os10g41190"	LOC_Os10g41190.1
Chr10	22128439	22131669	-	"ID=LOC_Os10g41200.1;Name=LOC_Os10g41200.1;Parent=LOC_Os10g41200"	LOC_Os10g41200.1
Chr10	22587846	22592132	+	"ID=LOC_Os10g42020.1;Name=LOC_Os10g42020.1;Parent=LOC_Os10g42020"	LOC_Os10g42020.1
Chr10	22607633	22608702	+	"ID=LOC_Os10g42040.1;Name=LOC_Os10g42040.1;Parent=LOC_Os10g42040"	LOC_Os10g42040.1
Chr10	23095271	23099812	-	"ID=LOC_Os10g42830.1;Name=LOC_Os10g42830.1;Parent=LOC_Os10g42830"	LOC_Os10g42830.1
Chr10	23100365	23103301	-	"ID=LOC_Os10g42840.1;Name=LOC_Os10g42840.1;Parent=LOC_Os10g42840"	LOC_Os10g42840.1
Chr11	697505	702417	+	"ID=LOC_Os11g02379.1;Name=LOC_Os11g02379.1;Parent=LOC_Os11g02379"	LOC_Os11g02379.1
Chr11	703048	703960	+	"ID=LOC_Os11g02389.1;Name=LOC_Os11g02389.1;Parent=LOC_Os11g02389"	LOC_Os11g02389.1
Chr11	715400	716542	+	"ID=LOC_Os11g02400.1;Name=LOC_Os11g02400.1;Parent=LOC_Os11g02400"	LOC_Os11g02400.1
Chr11	722930	726974	+	"ID=LOC_Os11g02424.1;Name=LOC_Os11g02424.1;Parent=LOC_Os11g02424"	LOC_Os11g02424.1
Chr11	1329410	1333415	-	"ID=LOC_Os11g03470.1;Name=LOC_Os11g03470.1;Parent=LOC_Os11g03470"	LOC_Os11g03470.1
Chr11	1691861	1694301	+	"ID=LOC_Os11g04170.1;Name=LOC_Os11g04170.1;Parent=LOC_Os11g04170"	LOC_Os11g04170.1
Chr10	17258166	17261578	+	"ID=LOC_Os10g32970.1;Name=LOC_Os10g32970.1;Parent=LOC_Os10g32970"	LOC_Os10g32970.1
Chr10	17261952	17266613	+	"ID=LOC_Os10g32980.1;Name=LOC_Os10g32980.1;Parent=LOC_Os10g32980"	LOC_Os10g32980.1
Chr10	17267138	17273298	-	"ID=LOC_Os10g32990.1;Name=LOC_Os10g32990.1;Parent=LOC_Os10g32990"	LOC_Os10g32990.1
Chr10	17960475	17964486	-	"ID=LOC_Os10g33840.2;Name=LOC_Os10g33840.2;Parent=LOC_Os10g33840"	LOC_Os10g33840.2
Chr10	18545043	18546241	-	"ID=LOC_Os10g34730.1;Name=LOC_Os10g34730.1;Parent=LOC_Os10g34730"	LOC_Os10g34730.1
Chr10	18548190	18552850	+	"ID=LOC_Os10g34740.1;Name=LOC_Os10g34740.1;Parent=LOC_Os10g34740"	LOC_Os10g34740.1
Chr10	18976009	18979110	+	"ID=LOC_Os10g35460.1;Name=LOC_Os10g35460.1;Parent=LOC_Os10g35460"	LOC_Os10g35460.1
Chr10	18986705	18988982	+	"ID=LOC_Os10g35480.1;Name=LOC_Os10g35480.1;Parent=LOC_Os10g35480"	LOC_Os10g35480.1
Chr10	18989312	18991425	-	"ID=LOC_Os10g35490.1;Name=LOC_Os10g35490.1;Parent=LOC_Os10g35490"	LOC_Os10g35490.1
Chr10	19471068	19475406	-	"ID=LOC_Os10g36420.1;Name=LOC_Os10g36420.1;Parent=LOC_Os10g36420"	LOC_Os10g36420.1
Chr10	20081776	20083719	-	"ID=LOC_Os10g37500.1;Name=LOC_Os10g37500.1;Parent=LOC_Os10g37500"	LOC_Os10g37500.1
Chr10	20622452	20623510	-	"ID=LOC_Os10g38710.1;Name=LOC_Os10g38710.1;Parent=LOC_Os10g38710"	LOC_Os10g38710.1
Chr10	20629087	20629995	+	"ID=LOC_Os10g38720.1;Name=LOC_Os10g38720.1;Parent=LOC_Os10g38720"	LOC_Os10g38720.1
Chr10	20631060	20631912	+	"ID=LOC_Os10g38730.1;Name=LOC_Os10g38730.1;Parent=LOC_Os10g38730"	LOC_Os10g38730.1
Chr10	20633312	20634954	+	"ID=LOC_Os10g38740.1;Name=LOC_Os10g38740.1;Parent=LOC_Os10g38740"	LOC_Os10g38740.1
Chr10	21208372	21209511	-	"ID=LOC_Os10g39690.1;Name=LOC_Os10g39690.1;Parent=LOC_Os10g39690"	LOC_Os10g39690.1
Chr10	21219485	21222247	+	"ID=LOC_Os10g39700.1;Name=LOC_Os10g39700.1;Parent=LOC_Os10g39700"	LOC_Os10g39700.1
Chr10	21224367	21226941	+	"ID=LOC_Os10g39710.1;Name=LOC_Os10g39710.1;Parent=LOC_Os10g39710"	LOC_Os10g39710.1
Chr10	21244724	21247082	-	"ID=LOC_Os10g39750.1;Name=LOC_Os10g39750.1;Parent=LOC_Os10g39750"	LOC_Os10g39750.1
Chr10	21617952	21620589	+	"ID=LOC_Os10g40360.1;Name=LOC_Os10g40360.1;Parent=LOC_Os10g40360"	LOC_Os10g40360.1
Chr10	21652033	21655139	+	"ID=LOC_Os10g40410.1;Name=LOC_Os10g40410.1;Parent=LOC_Os10g40410"	LOC_Os10g40410.1
Chr10	22136928	22141736	+	"ID=LOC_Os10g41220.1;Name=LOC_Os10g41220.1;Parent=LOC_Os10g41220"	LOC_Os10g41220.1
Chr10	22150249	22151218	+	"ID=LOC_Os10g41224.1;Name=LOC_Os10g41224.1;Parent=LOC_Os10g41224"	LOC_Os10g41224.1
Chr10	22152631	22154163	+	"ID=LOC_Os10g41230.1;Name=LOC_Os10g41230.1;Parent=LOC_Os10g41230"	LOC_Os10g41230.1
Chr10	22161062	22165064	-	"ID=LOC_Os10g41240.1;Name=LOC_Os10g41240.1;Parent=LOC_Os10g41240"	LOC_Os10g41240.1
Chr10	22166887	22168850	-	"ID=LOC_Os10g41250.1;Name=LOC_Os10g41250.1;Parent=LOC_Os10g41250"	LOC_Os10g41250.1
Chr10	22636085	22640106	+	"ID=LOC_Os10g42090.1;Name=LOC_Os10g42090.1;Parent=LOC_Os10g42090"	LOC_Os10g42090.1
Chr10	22640923	22646792	+	"ID=LOC_Os10g42100.1;Name=LOC_Os10g42100.1;Parent=LOC_Os10g42100"	LOC_Os10g42100.1
Chr10	22650009	22654267	+	"ID=LOC_Os10g42110.1;Name=LOC_Os10g42110.1;Parent=LOC_Os10g42110"	LOC_Os10g42110.1
Chr10	23111980	23113864	-	"ID=LOC_Os10g42860.1;Name=LOC_Os10g42860.1;Parent=LOC_Os10g42860"	LOC_Os10g42860.1
Chr10	23128998	23132165	+	"ID=LOC_Os10g42900.1;Name=LOC_Os10g42900.1;Parent=LOC_Os10g42900"	LOC_Os10g42900.1
Chr11	286978	293677	-	"ID=LOC_Os11g01490.1;Name=LOC_Os11g01490.1;Parent=LOC_Os11g01490"	LOC_Os11g01490.1
Chr11	295653	301608	-	"ID=LOC_Os11g01510.2;Name=LOC_Os11g01510.2;Parent=LOC_Os11g01510"	LOC_Os11g01510.2
Chr11	734246	737188	+	"ID=LOC_Os11g02450.1;Name=LOC_Os11g02450.1;Parent=LOC_Os11g02450"	LOC_Os11g02450.1
Chr11	737421	742792	-	"ID=LOC_Os11g02460.1;Name=LOC_Os11g02460.1;Parent=LOC_Os11g02460"	LOC_Os11g02460.1
Chr11	1335133	1344996	-	"ID=LOC_Os11g03484.1;Name=LOC_Os11g03484.1;Parent=LOC_Os11g03484"	LOC_Os11g03484.1
Chr11	1694472	1696098	-	"ID=LOC_Os11g04174.1;Name=LOC_Os11g04174.1;Parent=LOC_Os11g04174"	LOC_Os11g04174.1
Chr11	1696427	1699220	-	"ID=LOC_Os11g04180.1;Name=LOC_Os11g04180.1;Parent=LOC_Os11g04180"	LOC_Os11g04180.1
Chr11	1707617	1712884	-	"ID=LOC_Os11g04200.1;Name=LOC_Os11g04200.1;Parent=LOC_Os11g04200"	LOC_Os11g04200.1
Chr10	17312261	17317922	+	"ID=LOC_Os10g33040.1;Name=LOC_Os10g33040.1;Parent=LOC_Os10g33040"	LOC_Os10g33040.1
Chr10	17316188	17317922	-	"ID=LOC_Os10g33050.1;Name=LOC_Os10g33050.1;Parent=LOC_Os10g33050"	LOC_Os10g33050.1
Chr10	17331234	17335410	-	"ID=LOC_Os10g33080.1;Name=LOC_Os10g33080.1;Parent=LOC_Os10g33080"	LOC_Os10g33080.1
Chr10	17965887	17967844	-	"ID=LOC_Os10g33850.1;Name=LOC_Os10g33850.1;Parent=LOC_Os10g33850"	LOC_Os10g33850.1
Chr10	17967684	17971341	+	"ID=LOC_Os10g33855.1;Name=LOC_Os10g33855.1;Parent=LOC_Os10g33855"	LOC_Os10g33855.1
Chr10	18000853	18005796	+	"ID=LOC_Os10g33900.1;Name=LOC_Os10g33900.1;Parent=LOC_Os10g33900"	LOC_Os10g33900.1
Chr10	18579905	18580742	-	"ID=LOC_Os10g34795.1;Name=LOC_Os10g34795.1;Parent=LOC_Os10g34795"	LOC_Os10g34795.1
Chr10	18994568	18996816	+	"ID=LOC_Os10g35500.1;Name=LOC_Os10g35500.1;Parent=LOC_Os10g35500"	LOC_Os10g35500.1
Chr10	18998799	19001037	+	"ID=LOC_Os10g35520.1;Name=LOC_Os10g35520.1;Parent=LOC_Os10g35520"	LOC_Os10g35520.1
Chr10	19002214	19004174	+	"ID=LOC_Os10g35530.1;Name=LOC_Os10g35530.1;Parent=LOC_Os10g35530"	LOC_Os10g35530.1
Chr10	19005822	19007756	+	"ID=LOC_Os10g35540.1;Name=LOC_Os10g35540.1;Parent=LOC_Os10g35540"	LOC_Os10g35540.1
Chr10	19009680	19014274	-	"ID=LOC_Os10g35550.1;Name=LOC_Os10g35550.1;Parent=LOC_Os10g35550"	LOC_Os10g35550.1
Chr10	19512563	19516823	+	"ID=LOC_Os10g36470.2;Name=LOC_Os10g36470.2;Parent=LOC_Os10g36470"	LOC_Os10g36470.2
Chr10	20091716	20095059	+	"ID=LOC_Os10g37520.1;Name=LOC_Os10g37520.1;Parent=LOC_Os10g37520"	LOC_Os10g37520.1
Chr10	20095489	20096519	-	"ID=LOC_Os10g37530.1;Name=LOC_Os10g37530.1;Parent=LOC_Os10g37530"	LOC_Os10g37530.1
Chr10	20098367	20100038	+	"ID=LOC_Os10g37540.1;Name=LOC_Os10g37540.1;Parent=LOC_Os10g37540"	LOC_Os10g37540.1
Chr10	20645752	20646973	+	"ID=LOC_Os10g38780.1;Name=LOC_Os10g38780.1;Parent=LOC_Os10g38780"	LOC_Os10g38780.1
Chr10	20660761	20663311	-	"ID=LOC_Os10g38820.1;Name=LOC_Os10g38820.1;Parent=LOC_Os10g38820"	LOC_Os10g38820.1
Chr10	20671799	20678392	+	"ID=LOC_Os10g38834.1;Name=LOC_Os10g38834.1;Parent=LOC_Os10g38834"	LOC_Os10g38834.1
Chr10	21253567	21256697	+	"ID=LOC_Os10g39760.1;Name=LOC_Os10g39760.1;Parent=LOC_Os10g39760"	LOC_Os10g39760.1
Chr10	21293597	21297500	+	"ID=LOC_Os10g39780.2;Name=LOC_Os10g39780.2;Parent=LOC_Os10g39780"	LOC_Os10g39780.2
Chr10	21655392	21656252	-	"ID=LOC_Os10g40420.1;Name=LOC_Os10g40420.1;Parent=LOC_Os10g40420"	LOC_Os10g40420.1
Chr10	21658070	21658866	-	"ID=LOC_Os10g40430.1;Name=LOC_Os10g40430.1;Parent=LOC_Os10g40430"	LOC_Os10g40430.1
Chr10	21667261	21667939	-	"ID=LOC_Os10g40460.1;Name=LOC_Os10g40460.1;Parent=LOC_Os10g40460"	LOC_Os10g40460.1
Chr10	21679082	21681432	+	"ID=LOC_Os10g40490.1;Name=LOC_Os10g40490.1;Parent=LOC_Os10g40490"	LOC_Os10g40490.1
Chr10	22174581	22176688	-	"ID=LOC_Os10g41260.1;Name=LOC_Os10g41260.1;Parent=LOC_Os10g41260"	LOC_Os10g41260.1
Chr10	22193130	22194517	-	"ID=LOC_Os10g41300.1;Name=LOC_Os10g41300.1;Parent=LOC_Os10g41300"	LOC_Os10g41300.1
Chr10	22213115	22214678	+	"ID=LOC_Os10g41330.1;Name=LOC_Os10g41330.1;Parent=LOC_Os10g41330"	LOC_Os10g41330.1
Chr10	22216406	22222316	+	"ID=LOC_Os10g41340.1;Name=LOC_Os10g41340.1;Parent=LOC_Os10g41340"	LOC_Os10g41340.1
Chr10	22669292	22671877	+	"ID=LOC_Os10g42130.1;Name=LOC_Os10g42130.1;Parent=LOC_Os10g42130"	LOC_Os10g42130.1
Chr10	22682272	22685028	-	"ID=LOC_Os10g42180.1;Name=LOC_Os10g42180.1;Parent=LOC_Os10g42180"	LOC_Os10g42180.1
Chr10	22690732	22693946	+	"ID=LOC_Os10g42190.2;Name=LOC_Os10g42190.2;Parent=LOC_Os10g42190"	LOC_Os10g42190.2
Chr10	23146494	23148646	+	"ID=LOC_Os10g42940.1;Name=LOC_Os10g42940.1;Parent=LOC_Os10g42940"	LOC_Os10g42940.1
Chr11	304967	307931	-	"ID=LOC_Os11g01530.1;Name=LOC_Os11g01530.1;Parent=LOC_Os11g01530"	LOC_Os11g01530.1
Chr11	308802	311031	+	"ID=LOC_Os11g01540.1;Name=LOC_Os11g01540.1;Parent=LOC_Os11g01540"	LOC_Os11g01540.1
Chr11	314530	315455	+	"ID=LOC_Os11g01550.1;Name=LOC_Os11g01550.1;Parent=LOC_Os11g01550"	LOC_Os11g01550.1
Chr11	329042	332824	+	"ID=LOC_Os11g01570.1;Name=LOC_Os11g01570.1;Parent=LOC_Os11g01570"	LOC_Os11g01570.1
Chr11	759587	763334	-	"ID=LOC_Os11g02480.2;Name=LOC_Os11g02480.2;Parent=LOC_Os11g02480"	LOC_Os11g02480.2
Chr11	787542	789030	-	"ID=LOC_Os11g02530.1;Name=LOC_Os11g02530.1;Parent=LOC_Os11g02530"	LOC_Os11g02530.1
Chr11	1372342	1375731	-	"ID=LOC_Os11g03550.1;Name=LOC_Os11g03550.1;Parent=LOC_Os11g03550"	LOC_Os11g03550.1
Chr11	1715182	1718848	+	"ID=LOC_Os11g04210.2;Name=LOC_Os11g04210.2;Parent=LOC_Os11g04210"	LOC_Os11g04210.2
Chr11	1718964	1735147	-	"ID=LOC_Os11g04220.1;Name=LOC_Os11g04220.1;Parent=LOC_Os11g04220"	LOC_Os11g04220.1
Chr10	17357738	17361919	-	"ID=LOC_Os10g33130.1;Name=LOC_Os10g33130.1;Parent=LOC_Os10g33130"	LOC_Os10g33130.1
Chr10	17365024	17366833	-	"ID=LOC_Os10g33140.1;Name=LOC_Os10g33140.1;Parent=LOC_Os10g33140"	LOC_Os10g33140.1
Chr10	17374444	17379041	+	"ID=LOC_Os10g33170.1;Name=LOC_Os10g33170.1;Parent=LOC_Os10g33170"	LOC_Os10g33170.1
Chr10	17389721	17393970	-	"ID=LOC_Os10g33190.1;Name=LOC_Os10g33190.1;Parent=LOC_Os10g33190"	LOC_Os10g33190.1
Chr10	17415602	17420957	+	"ID=LOC_Os10g33210.1;Name=LOC_Os10g33210.1;Parent=LOC_Os10g33210"	LOC_Os10g33210.1
Chr10	17431263	17436600	+	"ID=LOC_Os10g33230.1;Name=LOC_Os10g33230.1;Parent=LOC_Os10g33230"	LOC_Os10g33230.1
Chr10	18011820	18018931	+	"ID=LOC_Os10g33920.1;Name=LOC_Os10g33920.1;Parent=LOC_Os10g33920"	LOC_Os10g33920.1
Chr10	18036547	18040810	+	"ID=LOC_Os10g33930.1;Name=LOC_Os10g33930.1;Parent=LOC_Os10g33930"	LOC_Os10g33930.1
Chr10	18591175	18595632	+	"ID=LOC_Os10g34820.2;Name=LOC_Os10g34820.2;Parent=LOC_Os10g34820"	LOC_Os10g34820.2
Chr10	19015819	19025416	+	"ID=LOC_Os10g35560.1;Name=LOC_Os10g35560.1;Parent=LOC_Os10g35560"	LOC_Os10g35560.1
Chr10	19028120	19033623	+	"ID=LOC_Os10g35570.1;Name=LOC_Os10g35570.1;Parent=LOC_Os10g35570"	LOC_Os10g35570.1
Chr10	19525613	19528549	+	"ID=LOC_Os10g36480.1;Name=LOC_Os10g36480.1;Parent=LOC_Os10g36480"	LOC_Os10g36480.1
Chr10	19530117	19532281	-	"ID=LOC_Os10g36500.1;Name=LOC_Os10g36500.1;Parent=LOC_Os10g36500"	LOC_Os10g36500.1
Chr10	19539636	19540530	-	"ID=LOC_Os10g36520.1;Name=LOC_Os10g36520.1;Parent=LOC_Os10g36520"	LOC_Os10g36520.1
Chr10	19541307	19549097	+	"ID=LOC_Os10g36530.1;Name=LOC_Os10g36530.1;Parent=LOC_Os10g36530"	LOC_Os10g36530.1
Chr10	20140647	20144863	-	"ID=LOC_Os10g37640.1;Name=LOC_Os10g37640.1;Parent=LOC_Os10g37640"	LOC_Os10g37640.1
Chr10	20154546	20159181	-	"ID=LOC_Os10g37660.1;Name=LOC_Os10g37660.1;Parent=LOC_Os10g37660"	LOC_Os10g37660.1
Chr10	20692550	20696256	-	"ID=LOC_Os10g38860.1;Name=LOC_Os10g38860.1;Parent=LOC_Os10g38860"	LOC_Os10g38860.1
Chr10	20714505	20715633	+	"ID=LOC_Os10g38880.1;Name=LOC_Os10g38880.1;Parent=LOC_Os10g38880"	LOC_Os10g38880.1
Chr10	20719171	20722956	-	"ID=LOC_Os10g38890.1;Name=LOC_Os10g38890.1;Parent=LOC_Os10g38890"	LOC_Os10g38890.1
Chr10	20725051	20731000	+	"ID=LOC_Os10g38900.1;Name=LOC_Os10g38900.1;Parent=LOC_Os10g38900"	LOC_Os10g38900.1
Chr10	20736983	20738313	+	"ID=LOC_Os10g38930.1;Name=LOC_Os10g38930.1;Parent=LOC_Os10g38930"	LOC_Os10g38930.1
Chr10	20744421	20746446	+	"ID=LOC_Os10g38940.1;Name=LOC_Os10g38940.1;Parent=LOC_Os10g38940"	LOC_Os10g38940.1
Chr10	21311579	21315431	-	"ID=LOC_Os10g39820.1;Name=LOC_Os10g39820.1;Parent=LOC_Os10g39820"	LOC_Os10g39820.1
Chr10	21693776	21694502	-	"ID=LOC_Os10g40520.1;Name=LOC_Os10g40520.1;Parent=LOC_Os10g40520"	LOC_Os10g40520.1
Chr10	21697019	21697778	-	"ID=LOC_Os10g40530.1;Name=LOC_Os10g40530.1;Parent=LOC_Os10g40530"	LOC_Os10g40530.1
Chr10	21706909	21710977	-	"ID=LOC_Os10g40550.1;Name=LOC_Os10g40550.1;Parent=LOC_Os10g40550"	LOC_Os10g40550.1
Chr10	22227626	22235257	-	"ID=LOC_Os10g41360.1;Name=LOC_Os10g41360.1;Parent=LOC_Os10g41360"	LOC_Os10g41360.1
Chr10	22236887	22242077	-	"ID=LOC_Os10g41370.1;Name=LOC_Os10g41370.1;Parent=LOC_Os10g41370"	LOC_Os10g41370.1
Chr10	22244074	22247190	+	"ID=LOC_Os10g41380.1;Name=LOC_Os10g41380.1;Parent=LOC_Os10g41380"	LOC_Os10g41380.1
Chr10	22699121	22707110	-	"ID=LOC_Os10g42196.1;Name=LOC_Os10g42196.1;Parent=LOC_Os10g42196"	LOC_Os10g42196.1
Chr10	23148730	23153260	-	"ID=LOC_Os10g42950.1;Name=LOC_Os10g42950.1;Parent=LOC_Os10g42950"	LOC_Os10g42950.1
Chr11	341400	345820	+	"ID=LOC_Os11g01590.1;Name=LOC_Os11g01590.1;Parent=LOC_Os11g01590"	LOC_Os11g01590.1
Chr11	345960	347658	-	"ID=LOC_Os11g01594.1;Name=LOC_Os11g01594.1;Parent=LOC_Os11g01594"	LOC_Os11g01594.1
Chr11	352200	355321	+	"ID=LOC_Os11g01600.1;Name=LOC_Os11g01600.1;Parent=LOC_Os11g01600"	LOC_Os11g01600.1
Chr11	356595	357786	+	"ID=LOC_Os11g01610.1;Name=LOC_Os11g01610.1;Parent=LOC_Os11g01610"	LOC_Os11g01610.1
Chr11	801632	805622	-	"ID=LOC_Os11g02550.1;Name=LOC_Os11g02550.1;Parent=LOC_Os11g02550"	LOC_Os11g02550.1
Chr11	813846	815795	+	"ID=LOC_Os11g02580.1;Name=LOC_Os11g02580.1;Parent=LOC_Os11g02580"	LOC_Os11g02580.1
Chr11	821016	822955	-	"ID=LOC_Os11g02600.1;Name=LOC_Os11g02600.1;Parent=LOC_Os11g02600"	LOC_Os11g02600.1
Chr11	1381785	1389515	-	"ID=LOC_Os11g03570.1;Name=LOC_Os11g03570.1;Parent=LOC_Os11g03570"	LOC_Os11g03570.1
Chr11	1390585	1391733	-	"ID=LOC_Os11g03580.1;Name=LOC_Os11g03580.1;Parent=LOC_Os11g03580"	LOC_Os11g03580.1
Chr11	1392723	1394979	+	"ID=LOC_Os11g03590.1;Name=LOC_Os11g03590.1;Parent=LOC_Os11g03590"	LOC_Os11g03590.1
Chr11	1397105	1398352	-	"ID=LOC_Os11g03600.1;Name=LOC_Os11g03600.1;Parent=LOC_Os11g03600"	LOC_Os11g03600.1
Chr11	1402003	1405136	-	"ID=LOC_Os11g03610.1;Name=LOC_Os11g03610.1;Parent=LOC_Os11g03610"	LOC_Os11g03610.1
Chr10	17448951	17454855	-	"ID=LOC_Os10g33250.1;Name=LOC_Os10g33250.1;Parent=LOC_Os10g33250"	LOC_Os10g33250.1
Chr10	18635339	18636174	-	"ID=LOC_Os10g34910.1;Name=LOC_Os10g34910.1;Parent=LOC_Os10g34910"	LOC_Os10g34910.1
Chr10	19033885	19036321	-	"ID=LOC_Os10g35580.1;Name=LOC_Os10g35580.1;Parent=LOC_Os10g35580"	LOC_Os10g35580.1
Chr10	19044511	19046260	+	"ID=LOC_Os10g35604.1;Name=LOC_Os10g35604.1;Parent=LOC_Os10g35604"	LOC_Os10g35604.1
Chr10	19053652	19056108	+	"ID=LOC_Os10g35630.1;Name=LOC_Os10g35630.1;Parent=LOC_Os10g35630"	LOC_Os10g35630.1
Chr10	19056887	19059683	+	"ID=LOC_Os10g35640.1;Name=LOC_Os10g35640.1;Parent=LOC_Os10g35640"	LOC_Os10g35640.1
Chr10	19062856	19066209	+	"ID=LOC_Os10g35644.1;Name=LOC_Os10g35644.1;Parent=LOC_Os10g35644"	LOC_Os10g35644.1
Chr10	19555936	19558497	+	"ID=LOC_Os10g36550.2;Name=LOC_Os10g36550.2;Parent=LOC_Os10g36550"	LOC_Os10g36550.2
Chr10	20160992	20162434	-	"ID=LOC_Os10g37670.1;Name=LOC_Os10g37670.1;Parent=LOC_Os10g37670"	LOC_Os10g37670.1
Chr10	20175634	20179156	+	"ID=LOC_Os10g37710.1;Name=LOC_Os10g37710.1;Parent=LOC_Os10g37710"	LOC_Os10g37710.1
Chr10	20181672	20186122	+	"ID=LOC_Os10g37720.1;Name=LOC_Os10g37720.1;Parent=LOC_Os10g37720"	LOC_Os10g37720.1
Chr10	20756089	20760021	+	"ID=LOC_Os10g38950.1;Name=LOC_Os10g38950.1;Parent=LOC_Os10g38950"	LOC_Os10g38950.1
Chr10	20768491	20777359	+	"ID=LOC_Os10g38970.1;Name=LOC_Os10g38970.1;Parent=LOC_Os10g38970"	LOC_Os10g38970.1
Chr10	20779553	20783595	-	"ID=LOC_Os10g38980.1;Name=LOC_Os10g38980.1;Parent=LOC_Os10g38980"	LOC_Os10g38980.1
Chr10	21320189	21322235	+	"ID=LOC_Os10g39840.1;Name=LOC_Os10g39840.1;Parent=LOC_Os10g39840"	LOC_Os10g39840.1
Chr10	21331492	21332655	+	"ID=LOC_Os10g39870.1;Name=LOC_Os10g39870.1;Parent=LOC_Os10g39870"	LOC_Os10g39870.1
Chr10	21721755	21723342	+	"ID=LOC_Os10g40559.1;Name=LOC_Os10g40559.1;Parent=LOC_Os10g40559"	LOC_Os10g40559.1
Chr10	21724416	21727181	-	"ID=LOC_Os10g40570.1;Name=LOC_Os10g40570.1;Parent=LOC_Os10g40570"	LOC_Os10g40570.1
Chr10	22247749	22253378	+	"ID=LOC_Os10g41390.1;Name=LOC_Os10g41390.1;Parent=LOC_Os10g41390"	LOC_Os10g41390.1
Chr10	22254774	22257262	+	"ID=LOC_Os10g41400.1;Name=LOC_Os10g41400.1;Parent=LOC_Os10g41400"	LOC_Os10g41400.1
Chr10	22257913	22260438	-	"ID=LOC_Os10g41410.1;Name=LOC_Os10g41410.1;Parent=LOC_Os10g41410"	LOC_Os10g41410.1
Chr10	22741627	22745859	-	"ID=LOC_Os10g42230.2;Name=LOC_Os10g42230.2;Parent=LOC_Os10g42230"	LOC_Os10g42230.2
Chr10	22750204	22753105	+	"ID=LOC_Os10g42240.1;Name=LOC_Os10g42240.1;Parent=LOC_Os10g42240"	LOC_Os10g42240.1
Chr10	22754137	22756634	+	"ID=LOC_Os10g42250.1;Name=LOC_Os10g42250.1;Parent=LOC_Os10g42250"	LOC_Os10g42250.1
Chr11	397418	401943	-	"ID=LOC_Os11g01740.1;Name=LOC_Os11g01740.1;Parent=LOC_Os11g01740"	LOC_Os11g01740.1
Chr11	837783	839909	-	"ID=LOC_Os11g02630.1;Name=LOC_Os11g02630.1;Parent=LOC_Os11g02630"	LOC_Os11g02630.1
Chr11	845153	848343	-	"ID=LOC_Os11g02640.1;Name=LOC_Os11g02640.1;Parent=LOC_Os11g02640"	LOC_Os11g02640.1
Chr11	851565	855101	+	"ID=LOC_Os11g02660.2;Name=LOC_Os11g02660.2;Parent=LOC_Os11g02660"	LOC_Os11g02660.2
Chr11	1425882	1426610	+	"ID=LOC_Os11g03660.1;Name=LOC_Os11g03660.1;Parent=LOC_Os11g03660"	LOC_Os11g03660.1
Chr11	1429206	1432727	-	"ID=LOC_Os11g03670.1;Name=LOC_Os11g03670.1;Parent=LOC_Os11g03670"	LOC_Os11g03670.1
Chr11	1442724	1444669	-	"ID=LOC_Os11g03710.1;Name=LOC_Os11g03710.1;Parent=LOC_Os11g03710"	LOC_Os11g03710.1
Chr10	16835849	16836882	-	"ID=LOC_Os10g32050.1;Name=LOC_Os10g32050.1;Parent=LOC_Os10g32050"	LOC_Os10g32050.1
Chr10	18102574	18108764	-	"ID=LOC_Os10g33970.1;Name=LOC_Os10g33970.1;Parent=LOC_Os10g33970"	LOC_Os10g33970.1
Chr10	18637489	18638521	-	"ID=LOC_Os10g34920.1;Name=LOC_Os10g34920.1;Parent=LOC_Os10g34920"	LOC_Os10g34920.1
Chr10	18666506	18666979	-	"ID=LOC_Os10g34990.1;Name=LOC_Os10g34990.1;Parent=LOC_Os10g34990"	LOC_Os10g34990.1
Chr10	18667175	18669332	+	"ID=LOC_Os10g35000.1;Name=LOC_Os10g35000.1;Parent=LOC_Os10g35000"	LOC_Os10g35000.1
Chr10	18669977	18678815	-	"ID=LOC_Os10g35010.1;Name=LOC_Os10g35010.1;Parent=LOC_Os10g35010"	LOC_Os10g35010.1
Chr10	19078660	19081605	+	"ID=LOC_Os10g35670.1;Name=LOC_Os10g35670.1;Parent=LOC_Os10g35670"	LOC_Os10g35670.1
